ObjectData\RockPlanetOrbitSky\tex1_256x256_1aff7fed0cbecb90_14_mip2.png,MarioGalaxy\bcde33178e4272f8_lod2.png
ObjectData\RockPlanetOrbitSky\tex1_256x256_1aff7fed0cbecb90_14_mip3.png,MarioGalaxy\bcde33178e4272f8_lod3.png
ObjectData\RockPlanetOrbitSky\tex1_256x256_1aff7fed0cbecb90_14_mip4.png,MarioGalaxy\bcde33178e4272f8_lod4.png
ObjectData\RockPlanetOrbitSky\tex1_256x256_1aff7fed0cbecb90_14_mip5.png,MarioGalaxy\bcde33178e4272f8_lod5.png
ObjectData\RockPlanetOrbitSky\tex1_256x256_e24e69f872856470_14.png,ondemand_texture_replace\MarioGalaxy\1502374691645870417.png
ObjectData\Rosetta\tex1_128x128_b6f6d6b645fdf317_14.png,MarioGalaxy_Sub\64da8623193e823e.png
ObjectData\Rosetta\tex1_128x128_d1840f7b303d38f8_1.png,MarioGalaxy_Sub\2d265a41fc600171.png
ObjectData\Rosetta\tex1_128x128_d9b38edbdee01650_14.png,ondemand_texture_replace\MarioGalaxy\10743094230706149896.png
ObjectData\Rosetta\tex1_128x256_9ac8a0c0fded7167_1.png,ondemand_texture_replace\MarioGalaxy\15092840980808622292.png
ObjectData\Rosetta\tex1_256x256_b7cf024fbdaf84b0_14.png,MarioGalaxy_Sub\a24d5d50f5b47c74.png
ObjectData\Rosetta\tex1_64x64_4c28d545576f5e6a_14.png,ondemand_texture_replace\MarioGalaxy\8733533043175903160.png
ObjectData\Rosetta\tex1_64x64_b297b4751de5e51a_14.png,ondemand_texture_replace\MarioGalaxy\14868187595132879389.png
ObjectData\Rosetta\tex1_64x64_bd58dfa8716a4636_14.png,ondemand_texture_replace\MarioGalaxy\13306589316320754197.png
ObjectData\Rosetta\tex1_64x64_fbc8c3d4ce6c9e48_14.png,ondemand_texture_replace\MarioGalaxy\12084184962795958667.png
ObjectData\RosettaChair\tex1_128x128_f79596e7b54193f2_14.png,ondemand_texture_replace\MarioGalaxy\17134344532129579125.png
ObjectData\RosettaLow\tex1_16x16_0db50f399d328840_14.png,MarioGalaxy_Sub\ceb09749c10f37c3.png
ObjectData\RosettaLow\tex1_32x32_eab81dfe04da97ef_14.png,MarioGalaxy_Sub\17b683fe14788706.png
ObjectData\RosettaMiddle\tex1_32x32_0f20282ca2d80d4c_14.png,MarioGalaxy_Sub\1032daa16bd1b810.png
ObjectData\RosettaMiddle\tex1_64x64_78d04a75e99294a3_14.png,MarioGalaxy_Sub\ce387fb9bad88a0c.png
ObjectData\RosettaPictureBook\tex1_128x128_d0eaa81bb88e5948_14.png,ondemand_texture_replace\MarioGalaxy\7807544593455701335.png
ObjectData\SamboHead\tex1_128x128_376865cd777ab263_14.png,ondemand_texture_replace\MarioGalaxy\10095790846571822654.png
ObjectData\SandCapsuleInsidePlanet\tex1_128x128_da03f26d943b50c1_14.png,ondemand_texture_replace\MarioGalaxy\17380882683881605693.png
ObjectData\SandCapsuleInsidePlanet\tex1_256x256_ebcbcbb515dd2c69_14.png,ondemand_texture_replace\MarioGalaxy\2339327267231804386.png
ObjectData\SandCapsuleOutsidePlanet\tex1_128x128_9ef2df7e63ace44d_14.png,ondemand_texture_replace\MarioGalaxy\12912934618682903374.png
ObjectData\SandRelayPlanetB\tex1_128x128_457617fe0708de94_14.png,ondemand_texture_replace\MarioGalaxy\6493235516043110024.png
ObjectData\SandRelayPlanetB\tex1_256x256_de71ebe647748a9d_14.png,ondemand_texture_replace\MarioGalaxy\1823302275783478018.png
ObjectData\SandStreamHighTowerMoveStepA\tex1_64x64_3463fd7d9fff033c_14.png,ondemand_texture_replace\MarioGalaxy\7157028180388054382.png
ObjectData\SandStreamHighTowerPlanet\tex1_128x128_07b7b794c36ab5ab_14.png,ondemand_texture_replace\MarioGalaxy\10252659129505617825.png
ObjectData\SandStreamHighTowerPlanet\tex1_128x128_2daff69cbe0bcf58_14.png,ondemand_texture_replace\MarioGalaxy\17630562017982264405.png
ObjectData\SandStreamHighTowerPlanet\tex1_128x128_99bd34b45e6f4224_14.png,ondemand_texture_replace\MarioGalaxy\51975146630649083.png
ObjectData\SandStreamPlanet\tex1_64x64_caf6eade406ffb28_1.png,ondemand_texture_replace\MarioGalaxy\17994180369452576809.png
ObjectData\SandUpDownTowerBottom\tex1_256x256_9af3b1e5e015f2ac_14.png,ondemand_texture_replace\MarioGalaxy\10708552282299886358.png
ObjectData\SandUpDownTowerBottom\tex1_64x64_824f4056967eb53e_14.png,ondemand_texture_replace\MarioGalaxy\15028983679172465784.png
ObjectData\SandUpDownTriRock\tex1_128x128_697cadb5edc6228f_14.png,ondemand_texture_replace\MarioGalaxy\2140142107940999371.png
ObjectData\SandUpDownTriRock\tex1_128x128_7654ac54b544eb43_14.png,ondemand_texture_replace\MarioGalaxy\5338101445879209799.png
ObjectData\ScenarioSelectSky\tex1_128x128_74a6a38fcc02f2b4_14.png,MarioGalaxy_Sub\d57d20d0cbac55ac.png
ObjectData\ScrewSwitch\tex1_128x128_385335cf50469088_14.png,ondemand_texture_replace\MarioGalaxy\1537395771331707279.png
ObjectData\ScrewSwitchReverse\tex1_128x128_901974a57f9fed89_14.png,ondemand_texture_replace\MarioGalaxy\3754142951241257491.png
ObjectData\SeaBottomBigDoorA\tex1_128x128_2db35c0cc340eb81_14.png,ondemand_texture_replace\MarioGalaxy\8760914276648231902.png
ObjectData\SeaBottomBigDoorC\tex1_256x128_4f1bb88a15019f7f_14.png,ondemand_texture_replace\MarioGalaxy\16904516732326453735.png
ObjectData\SeaBottomTriplePropeller\tex1_128x128_0693125c7f5fc44f_14.png,ondemand_texture_replace\MarioGalaxy\17771496210738004357.png
ObjectData\SeaBottomTriplePropeller\tex1_128x256_60b726381ef2fbd3_14.png,ondemand_texture_replace\MarioGalaxy\1171231215260020713.png
ObjectData\SeaBottomTriplePropellerStand\tex1_512x64_04d5a5157ec33b9a_14.png,ondemand_texture_replace\MarioGalaxy\8082956217406851391.png
ObjectData\SeaGull\4910058943040238211.png,ondemand_texture_replace\MarioGalaxy\4910058943040238211.png
ObjectData\SeaGull\tex1_128x128_62490794ca1f1b3d_14.png,ondemand_texture_replace\MarioGalaxy\18004026065639775721.png
ObjectData\SearchBeamer\tex1_256x256_f478038d9b752cb7_14.png,ondemand_texture_replace\MarioGalaxy\13092947825018370048.png
ObjectData\Shellfish\tex1_128x128_20ad881cdced17e8_14.png,ondemand_texture_replace\MarioGalaxy\9000890789074934421.png
ObjectData\Shellfish\tex1_128x128_8e19f2d7c9cc8447_14.png,ondemand_texture_replace\MarioGalaxy\5523325528230251330.png
ObjectData\Shellfish\tex1_64x64_08c5a7f47b97da0a_0.png,ondemand_texture_replace\MarioGalaxy\15867722225342086867.png
ObjectData\ShockWaveGenerator\tex1_128x128_592abb1d94af8bfc_14.png,ondemand_texture_replace\MarioGalaxy\770027795594292850.png
ObjectData\SignBoard\tex1_64x64_c13fecac3e0d7a96_14.png,MarioGalaxy_Sub\0a55ac7282da92f0.png
ObjectData\SkeletalFishBoss\tex1_128x128_a0f0e523ff4a8f46_1.png,ondemand_texture_replace\MarioGalaxy\10856408610842644933.png
ObjectData\SkeletalFishBoss\tex1_128x128_d612f4d980414d25_1.png,ondemand_texture_replace\MarioGalaxy\2175153273420866977.png
ObjectData\SkeletalFishGuard\tex1_128x128_6835f85501e4227d_1.png,ondemand_texture_replace\MarioGalaxy\4122070336335661177.png
ObjectData\SmallMazePlanet\tex1_128x128_550165b5e222efea_14.png,ondemand_texture_replace\MarioGalaxy\17908193206448047431.png
ObjectData\SmallMazePlanet\tex1_128x128_7cbcfa6ff24ec13e_14.png,ondemand_texture_replace\MarioGalaxy\11443466766548245966.png
ObjectData\SmallMazePlanet\tex1_128x128_cef882b9dae03b85_14.png,ondemand_texture_replace\MarioGalaxy\11219637464654720313.png
ObjectData\SmallMazePlanet\tex1_128x128_m_02234489f8d5a872_14.png,MarioGalaxy\ce3254b945ce1120.png
ObjectData\SmallMazePlanet\tex1_128x128_m_02234489f8d5a872_14_mip1.png,MarioGalaxy\ce3254b945ce1120_lod1.png
ObjectData\SmallMazePlanet\tex1_128x128_m_02234489f8d5a872_14_mip2.png,MarioGalaxy\ce3254b945ce1120_lod2.png
ObjectData\SmallMazePlanet\tex1_128x128_m_02234489f8d5a872_14_mip3.png,MarioGalaxy\ce3254b945ce1120_lod3.png
ObjectData\SmallMazePlanet\tex1_128x128_m_1e58f3348069797a_14.png,MarioGalaxy\8adeafd1bfbb57d9.png
ObjectData\SmallMazePlanet\tex1_128x128_m_1e58f3348069797a_14_mip1.png,MarioGalaxy\8adeafd1bfbb57d9_lod1.png
ObjectData\SmallMazePlanet\tex1_128x128_m_1e58f3348069797a_14_mip2.png,MarioGalaxy\8adeafd1bfbb57d9_lod2.png
ObjectData\SmallMazePlanet\tex1_128x128_m_1e58f3348069797a_14_mip3.png,MarioGalaxy\8adeafd1bfbb57d9_lod3.png
ObjectData\SmallMazePlanet\tex1_128x128_m_1e58f3348069797a_14_mip4.png,MarioGalaxy\8adeafd1bfbb57d9_lod4.png
ObjectData\SmallStone\tex1_128x128_4d1904a7a2e1fdea_14.png,ondemand_texture_replace\MarioGalaxy\9005369790826703026.png
ObjectData\SnakeFish\tex1_128x128_11bb0b8b79fbd45f_14.png,ondemand_texture_replace\MarioGalaxy\4324951820700955833.png
ObjectData\SnakeFish\tex1_64x64_3f57b0bbc55eae09_14.png,ondemand_texture_replace\MarioGalaxy\8750112229940694573.png
ObjectData\Snakehead\tex1_256x128_6316516c81fb3279_14.png,ondemand_texture_replace\MarioGalaxy\4530762572006336880.png
ObjectData\Snakehead\tex1_64x64_9323d939bb4d504e_14.png,ondemand_texture_replace\MarioGalaxy\8615795433490714243.png
ObjectData\SnakeheadSmall\tex1_128x128_4e429949e48454da_14.png,ondemand_texture_replace\MarioGalaxy\4602410278048815893.png
ObjectData\SnakeheadSmall\tex1_64x64_59e8aea3860bc904_14.png,ondemand_texture_replace\MarioGalaxy\17574429102125812674.png
ObjectData\SnakeheadSmall\tex1_64x64_a2e6c764ae55144a_14.png,ondemand_texture_replace\MarioGalaxy\10820244833696610406.png
ObjectData\SnowCapsulePlanet\tex1_128x128_2b541e2fbdc652aa_14.png,ondemand_texture_replace\MarioGalaxy\16816077954203870618.png
ObjectData\SnowCapsulePlanet\tex1_128x128_4231ed5b4d159277_4.png,ondemand_texture_replace\MarioGalaxy\11400136878936185500.png
ObjectData\SnowCapsulePlanet\tex1_128x128_630b7c762b105464_14.png,ondemand_texture_replace\MarioGalaxy\8979523421622639054.png
ObjectData\SnowCapsulePlanet\tex1_128x128_dbbcdd572ec46b45_14.png,ondemand_texture_replace\MarioGalaxy\13396911854684341772.png
ObjectData\SnowMan\tex1_64x64_ad6cb9a6fe33b19f_14.png,ondemand_texture_replace\MarioGalaxy\12895826426891369740.png
ObjectData\SpaceCocoon\tex1_64x64_67e48d97e05610dd_14.png,ondemand_texture_replace\MarioGalaxy\3501682709206515157.png
ObjectData\SpaceCocoon\tex1_64x64_bb176e95f993c287_14.png,ondemand_texture_replace\MarioGalaxy\7955927189396143735.png
ObjectData\SpaceDustWoodA\tex1_128x128_95153d0852102223_14.png,ondemand_texture_replace\MarioGalaxy\8963590549837927190.png
ObjectData\SpaceDustWoodB\tex1_64x64_1bf5265563c28b68_14.png,ondemand_texture_replace\MarioGalaxy\459666445380249029.png
ObjectData\SpaceDustWoodB\tex1_64x64_93bce66eb6359ebe_14.png,ondemand_texture_replace\MarioGalaxy\11713286734969481164.png
ObjectData\SpaceMine\tex1_64x64_0d322253ea0ed380_14.png,ondemand_texture_replace\MarioGalaxy\16677326983856208362.png
ObjectData\SpaceShipStep\tex1_128x64_19c4dd077d45e731_0.png,ondemand_texture_replace\MarioGalaxy\4411838982979073842.png
ObjectData\SpaceShipStep\tex1_256x256_356042d5227964ef_14.png,ondemand_texture_replace\MarioGalaxy\2047811641466376216.png
ObjectData\SphereInsidePlanet\tex1_128x128_7d87b736e42c4d0b_14.png,ondemand_texture_replace\MarioGalaxy\896522590005534926.png
ObjectData\SphereInsidePlanet\tex1_128x128_7d90568e2858d249_14.png,ondemand_texture_replace\MarioGalaxy\17551278181535533331.png
ObjectData\SphereInsidePlanet\tex1_128x128_f9c253735647a652_14.png,ondemand_texture_replace\MarioGalaxy\51599738112289316.png
ObjectData\SpiderMapBlock\tex1_128x128_42a80c093e1ad600_14.png,ondemand_texture_replace\MarioGalaxy\6905274796670519695.png
ObjectData\SpiderThread\tex1_32x128_04fc5829e49d900e_2.png,ondemand_texture_replace\MarioGalaxy\8848697730863312899.png
ObjectData\SpiderThreadAttachPoint\tex1_64x64_3fc263b64bc0c903_14.png,ondemand_texture_replace\MarioGalaxy\9296399602433951784.png
ObjectData\SpinningBox\tex1_256x256_b231617d7ad35d59_0.png,ondemand_texture_replace\MarioGalaxy\15272720938066226384.png
ObjectData\SpinningBox\tex1_64x64_6424dad35589fe09_0.png,ondemand_texture_replace\MarioGalaxy\8224073905911754697.png
ObjectData\SpinningBox\tex1_64x64_7320d86defa8ab03_5.png,ondemand_texture_replace\MarioGalaxy\406396560297027662.png
ObjectData\SpinTico\tex1_32x64_7259f244d2dde72d_14.png,MarioGalaxy_Sub\22ac42579ec06420.png
ObjectData\SpringWaterFloaterA\tex1_128x128_866ca7207d90099e_14.png,ondemand_texture_replace\MarioGalaxy\5575441464769630830.png
ObjectData\SpringWaterPlanet\tex1_256x256_6a83d5380e15d11f_14.png,ondemand_texture_replace\MarioGalaxy\15619784246234816495.png
ObjectData\StaffRollTexture\tex1_232x128_054d05248b45a4cb_14.png,ondemand_texture_replace\MarioGalaxy\2448317532436519219.png
ObjectData\StaffRollTexture\tex1_232x128_066f504b45184492_14.png,ondemand_texture_replace\MarioGalaxy\5041736543721175054.png
ObjectData\StaffRollTexture\tex1_232x128_0b858a57388fca95_14.png,ondemand_texture_replace\MarioGalaxy\8146721320598917327.png
ObjectData\StaffRollTexture\tex1_232x128_191bead76a2e5551_14.png,ondemand_texture_replace\MarioGalaxy\16011952377174463566.png
ObjectData\StaffRollTexture\tex1_232x128_1928ade8b900d978_14.png,ondemand_texture_replace\MarioGalaxy\17974882544285016397.png
ObjectData\StaffRollTexture\tex1_232x128_1c4d8a2ffc282663_14.png,ondemand_texture_replace\MarioGalaxy\2247166135878510434.png
ObjectData\StaffRollTexture\tex1_232x128_25bdccb70c265357_14.png,ondemand_texture_replace\MarioGalaxy\3914579480078159930.png
ObjectData\StaffRollTexture\tex1_232x128_277553c74735b52c_14.png,ondemand_texture_replace\MarioGalaxy\1869705628032652420.png
ObjectData\StaffRollTexture\tex1_232x128_2c4317134fadd29c_14.png,ondemand_texture_replace\MarioGalaxy\13873321713432595896.png
ObjectData\StaffRollTexture\tex1_232x128_417080b4211563db_14.png,ondemand_texture_replace\MarioGalaxy\15699556885767872755.png
ObjectData\StaffRollTexture\tex1_232x128_47810228aecd6bc3_14.png,ondemand_texture_replace\MarioGalaxy\829818037747288960.png
ObjectData\StaffRollTexture\tex1_232x128_4e1c0c0215299530_14.png,ondemand_texture_replace\MarioGalaxy\15768481106880269251.png
ObjectData\StaffRollTexture\tex1_232x128_5289f6055f5e2791_14.png,ondemand_texture_replace\MarioGalaxy\6292908550542692136.png
ObjectData\StaffRollTexture\tex1_232x128_554ba7e4e2764afc_14.png,ondemand_texture_replace\MarioGalaxy\11712659830338833180.png
ObjectData\StaffRollTexture\tex1_232x128_5a70ea1e36e11626_14.png,ondemand_texture_replace\MarioGalaxy\16051575974159037793.png
ObjectData\StaffRollTexture\tex1_232x128_6098d3d67739e239_14.png,ondemand_texture_replace\MarioGalaxy\4495721823627261531.png
ObjectData\StaffRollTexture\tex1_232x128_6296890e8566ba21_14.png,ondemand_texture_replace\MarioGalaxy\15967929177862711594.png
ObjectData\StaffRollTexture\tex1_232x128_6c0f7b06e34a6c97_14.png,ondemand_texture_replace\MarioGalaxy\601191987294761772.png
ObjectData\StaffRollTexture\tex1_232x128_766c7df6a07eca27_14.png,ondemand_texture_replace\MarioGalaxy\7445465687147898570.png
ObjectData\StaffRollTexture\tex1_232x128_7c04eae7a6112c21_14.png,ondemand_texture_replace\MarioGalaxy\3973161159387211802.png
ObjectData\StaffRollTexture\tex1_232x128_8201cd22a5d3a6f8_14.png,ondemand_texture_replace\MarioGalaxy\1519912989084272131.png
ObjectData\StaffRollTexture\tex1_232x128_88a6525180d0d302_14.png,ondemand_texture_replace\MarioGalaxy\9997905292633519851.png
ObjectData\StaffRollTexture\tex1_232x128_8d469398c3d355fb_14.png,ondemand_texture_replace\MarioGalaxy\245559958045550947.png
ObjectData\StaffRollTexture\tex1_232x128_8db13e5bdb26e7cb_14.png,ondemand_texture_replace\MarioGalaxy\13204588387847686958.png
ObjectData\StaffRollTexture\tex1_232x128_8db51d6980ca6504_14.png,ondemand_texture_replace\MarioGalaxy\15244384083912964802.png
ObjectData\StaffRollTexture\tex1_232x128_9b5cac3142c47580_14.png,ondemand_texture_replace\MarioGalaxy\408192299790877950.png
ObjectData\StaffRollTexture\tex1_232x128_9bed56f77f0e6fa0_14.png,ondemand_texture_replace\MarioGalaxy\11137256240460324643.png
ObjectData\StaffRollTexture\tex1_232x128_a323438f46921ab6_14.png,ondemand_texture_replace\MarioGalaxy\12085231157543611882.png
ObjectData\StaffRollTexture\tex1_232x128_ba2f610577874487_14.png,ondemand_texture_replace\MarioGalaxy\17690871417297623348.png
ObjectData\StaffRollTexture\tex1_232x128_bd6758965896f946_14.png,ondemand_texture_replace\MarioGalaxy\12734049811410527652.png
ObjectData\StaffRollTexture\tex1_232x128_c30d5895b8d2e623_14.png,ondemand_texture_replace\MarioGalaxy\15645412173993482959.png
ObjectData\StaffRollTexture\tex1_232x128_c591beace01dc12e_14.png,ondemand_texture_replace\MarioGalaxy\12187233585446937158.png
ObjectData\StaffRollTexture\tex1_232x128_ced9de39bbfd378b_14.png,ondemand_texture_replace\MarioGalaxy\7210873134725693485.png
ObjectData\StaffRollTexture\tex1_232x128_d8ab2a048f4fb572_14.png,ondemand_texture_replace\MarioGalaxy\8810703204633585357.png
ObjectData\StaffRollTexture\tex1_232x128_db6fd9393656fd90_14.png,ondemand_texture_replace\MarioGalaxy\15795621246931831797.png
ObjectData\StaffRollTexture\tex1_232x128_df538dc10bc0232b_14.png,ondemand_texture_replace\MarioGalaxy\7928202177694695869.png
ObjectData\StaffRollTexture\tex1_232x128_e2505a2322eb4d63_14.png,ondemand_texture_replace\MarioGalaxy\2087591202781917336.png
ObjectData\StaffRollTexture\tex1_232x128_ed85f3fbc99f6d83_14.png,ondemand_texture_replace\MarioGalaxy\7616468789333384752.png
ObjectData\StaffRollTexture\tex1_232x128_ef26fadb68dcf7de_14.png,ondemand_texture_replace\MarioGalaxy\15700060921724084714.png
ObjectData\StaffRollTexture\tex1_232x128_fb0d20305996a88e_14.png,ondemand_texture_replace\MarioGalaxy\7369918096116140394.png
ObjectData\StardustHillPlanet\tex1_128x128_m_3e2598883e43bf50_14.png,MarioGalaxy\bf6cf0c33f68bff1.png
ObjectData\StardustHillPlanet\tex1_128x128_m_3e2598883e43bf50_14_mip1.png,MarioGalaxy\bf6cf0c33f68bff1_lod1.png
ObjectData\StardustHillPlanet\tex1_128x128_m_3e2598883e43bf50_14_mip2.png,MarioGalaxy\bf6cf0c33f68bff1_lod2.png
ObjectData\StardustHillPlanet\tex1_128x128_m_3e2598883e43bf50_14_mip3.png,MarioGalaxy\bf6cf0c33f68bff1_lod3.png
ObjectData\StardustHillPlanet\tex1_128x128_m_3e2598883e43bf50_14_mip4.png,MarioGalaxy\bf6cf0c33f68bff1_lod4.png
ObjectData\StarEggRoadEggPlanetD\tex1_128x256_8fee32bbdea19168_14.png,ondemand_texture_replace\MarioGalaxy\16554495713237086622.png
ObjectData\StarEggRoadPlanet\tex1_256x256_ffc742931c7e7fcf_14.png,ondemand_texture_replace\MarioGalaxy\443797926175930497.png
ObjectData\StarPeaceSpoutingPlanet\tex1_64x64_5e3d2ba241befdf7_4.png,ondemand_texture_replace\MarioGalaxy\972035512491412022.png
ObjectData\StinkBugParent\tex1_128x128_ede35257f6013404_14.png,ondemand_texture_replace\MarioGalaxy\619290625201448015.png
ObjectData\StinkBugParent\tex1_64x64_81ba0c1c7d757175_14.png,ondemand_texture_replace\MarioGalaxy\16444607239060031941.png
ObjectData\StinkBugParent\tex1_64x64_c4f9e52b0b5c2769_14.png,ondemand_texture_replace\MarioGalaxy\162237879032696321.png
ObjectData\StinkBugSmall\tex1_128x128_384a10f707bd99d6_14.png,ondemand_texture_replace\MarioGalaxy\7323460674579533450.png
ObjectData\StinkBugSmall\tex1_64x64_d4a5927f7e93a8fa_14.png,ondemand_texture_replace\MarioGalaxy\1122337894082111237.png
ObjectData\SubmarineVolcanoBigColumn\tex1_512x512_8d7e89234fbd9520_14.png,ondemand_texture_replace\MarioGalaxy\15212911453046648943.png
ObjectData\SubmarineVolcanoInside\tex1_128x128_01ca1961862427e7_14.png,ondemand_texture_replace\MarioGalaxy\15486595167735157953.png
ObjectData\SummerSky\tex1_512x512_ef518b706f1ae146_1.png,ondemand_texture_replace\MarioGalaxy\12714595842662218196.png
ObjectData\SunakazeKun\tex1_64x64_f016a6b7bb744f64_14.png,ondemand_texture_replace\MarioGalaxy\13648018785201148833.png
ObjectData\SunakazeKun\tex1_64x64_fb3829a9b22b190e_1.png,ondemand_texture_replace\MarioGalaxy\8406624252125065027.png
ObjectData\SunakazeKunTrap\tex1_128x128_bc13f5eef4898810_14.png,ondemand_texture_replace\MarioGalaxy\7317943971356976983.png
ObjectData\SurfingRaceTutorialParts\tex1_128x128_b3f407d888714330_14.png,ondemand_texture_replace\MarioGalaxy\5754105814805554118.png
ObjectData\SurfingRaceTutorialParts\tex1_64x64_73daa223357f5ebc_14.png,ondemand_texture_replace\MarioGalaxy\4088147862179799956.png
ObjectData\SurfingRaceVictoryStand\tex1_128x128_08e8fbb88ff8b7ef_14.png,ondemand_texture_replace\MarioGalaxy\1909488256266642819.png
ObjectData\SurfRay\tex1_256x256_871cae6db2d9ca41_14.png,ondemand_texture_replace\MarioGalaxy\10509161750100090830.png
ObjectData\SweetsDecoratePartsFork\tex1_256x256_eccf2f203701be7f_14.png,ondemand_texture_replace\MarioGalaxy\2579303559318243443.png
ObjectData\SwingRope\tex1_64x256_7b537294181e2304_14.png,ondemand_texture_replace\MarioGalaxy\17480079680445956725.png
ObjectData\Syati\tex1_128x128_4ec8cecc88188894_14.png,ondemand_texture_replace\MarioGalaxy\7225198861465434715.png
ObjectData\Syati\tex1_128x128_bbad071cc87b9462_14.png,ondemand_texture_replace\MarioGalaxy\10820463546641404879.png
ObjectData\Syati\tex1_256x128_9dd73ab59a5de12e_1.png,ondemand_texture_replace\MarioGalaxy\8937052741549285902.png
ObjectData\TakoBarrelA\tex1_128x128_m_6c35b79e5f4f105d_14.png,MarioGalaxy\c2cf7a186ee3c8db.png
ObjectData\TakoBarrelA\tex1_128x128_m_6c35b79e5f4f105d_14_mip1.png,MarioGalaxy\c2cf7a186ee3c8db_lod1.png
ObjectData\TakoBarrelA\tex1_128x128_m_6c35b79e5f4f105d_14_mip2.png,MarioGalaxy\c2cf7a186ee3c8db_lod2.png
ObjectData\Takobo\tex1_128x128_6426d313bd96f73d_14.png,ondemand_texture_replace\MarioGalaxy\7416647621968237266.png
ObjectData\TakoHei\tex1_128x128_3ce5608cc46c1446_14.png,ondemand_texture_replace\MarioGalaxy\15935527217349393560.png
ObjectData\TakoHei\tex1_32x32_6dfa58e82e508e79_14.png,ondemand_texture_replace\MarioGalaxy\4510536398124992120.png
ObjectData\TakoHei\tex1_32x32_caab335b53d410f7_14.png,ondemand_texture_replace\MarioGalaxy\12103311204129991889.png
ObjectData\TakoHei\tex1_32x32_dc4392ace2005bd4_14.png,ondemand_texture_replace\MarioGalaxy\16367058182002297022.png
ObjectData\TakoHeiInk\tex1_128x128_7cd8e70699066b06_14.png,ondemand_texture_replace\MarioGalaxy\1626988727120775578.png
ObjectData\TearDropPlanet\tex1_128x128_5446b96b8263c146_4.png,ondemand_texture_replace\MarioGalaxy\3369721346977556038.png
ObjectData\TearDropPlanet\tex1_128x128_ad5999c5c4874fee_4.png,ondemand_texture_replace\MarioGalaxy\1948549966233759664.png
ObjectData\TearDropPlanet\tex1_128x128_c61e6f433022ce6b_14.png,ondemand_texture_replace\MarioGalaxy\16081110875263985515.png
ObjectData\TearDropPlanet\tex1_64x64_8ece8de5c9461a73_14.png,ondemand_texture_replace\MarioGalaxy\10793075537438935753.png
ObjectData\Teresa\tex1_256x128_5bb8e48257e90c3d_14.png,ondemand_texture_replace\MarioGalaxy\9413160694783034154.png
ObjectData\Teresa\tex1_256x128_9404ee9f05270b28_14.png,ondemand_texture_replace\MarioGalaxy\8285735111870588428.png
ObjectData\Teresa\tex1_256x128_e9a275f2fd1b3e81_14.png,ondemand_texture_replace\MarioGalaxy\6400804267209847450.png
ObjectData\TeresaChief\tex1_256x128_03b074a99f74cfe0_14.png,ondemand_texture_replace\MarioGalaxy\12728854969455698538.png
ObjectData\TeresaChief\tex1_256x128_7df21e121a346ac6_14.png,ondemand_texture_replace\MarioGalaxy\9341533577647589589.png
ObjectData\TeresaChief\tex1_256x128_c0672a897e88dfd0_14.png,ondemand_texture_replace\MarioGalaxy\16157852648569007491.png
ObjectData\TeresaLuigi\tex1_128x64_28590c2d1d4086a9_14.png,ondemand_texture_replace\MarioGalaxy\5118559851282499202.png
ObjectData\TeresaMansionBridgeA\tex1_256x256_763117fd39c0be08_14.png,ondemand_texture_replace\MarioGalaxy\3442477340838600389.png
ObjectData\TeresaMansionBridgeA\tex1_256x256_e544925ea2758661_14.png,ondemand_texture_replace\MarioGalaxy\17540191202057004645.png
ObjectData\TeresaMansionCandleStand\tex1_128x128_0c6bfeb8d03bab29_14.png,ondemand_texture_replace\MarioGalaxy\18405233189607130892.png
ObjectData\TeresaMansionGatePlanet\tex1_128x128_ba25df09a72c568f_14.png,ondemand_texture_replace\MarioGalaxy\17420989090549881492.png
ObjectData\TeresaMansionHoleCover\tex1_128x128_284680d313a159bc_14.png,ondemand_texture_replace\MarioGalaxy\2623591957135914544.png
ObjectData\TeresaMansionPlanetA\tex1_128x128_96b00f981406c2fa_4.png,ondemand_texture_replace\MarioGalaxy\2231335122502776749.png
ObjectData\TeresaMansionPlanetA\tex1_128x128_c8cfb144392de941_14.png,ondemand_texture_replace\MarioGalaxy\8996479391903068926.png
ObjectData\TeresaMansionPlanetA\tex1_128x128_m_f56fa9891ff23220_4.png,MarioGalaxy\d8447a5387c1ae3a.png
ObjectData\TeresaMansionPlanetA\tex1_128x128_m_f56fa9891ff23220_4_mip1.png,MarioGalaxy\d8447a5387c1ae3a_lod1.png
ObjectData\TeresaMansionPlanetA\tex1_256x256_m_a7ea358089b7878b_14.png,MarioGalaxy\9dca6a72e4a52f0a.png
ObjectData\TeresaMansionPlanetA\tex1_256x256_m_a7ea358089b7878b_14_mip1.png,MarioGalaxy\9dca6a72e4a52f0a_lod1.png
ObjectData\TeresaMansionPlanetA\tex1_32x64_107d5efbbb497a4a_14.png,ondemand_texture_replace\MarioGalaxy\13142494195222990333.png
ObjectData\TeresaMansionPlanetB\tex1_128x128_4d2b941b28e927b2_14.png,ondemand_texture_replace\MarioGalaxy\15107376889062884047.png
ObjectData\TeresaMansionPlanetB\tex1_128x128_5acac05188bea60d_14.png,ondemand_texture_replace\MarioGalaxy\10925809945680380921.png
ObjectData\TeresaMansionPlanetB\tex1_128x128_7d74f24299fec1b0_14.png,ondemand_texture_replace\MarioGalaxy\6146241978683085386.png
