path_in_A,path_in_B
ObjectData\RisePictureBookPlanet\tex1_64x64_ecb71d9b69c972f6_14.png,ondemand_texture_replace\MarioGalaxy\12541202043052676914.png
ObjectData\RoboRotateArmStep\tex1_256x256_ecef21d5a1c634ed_14.png,ondemand_texture_replace\MarioGalaxy\12751471814560040408.png
ObjectData\Rock\tex1_128x128_fbccc11471ca2a9d_14.png,MarioGalaxy_Sub\48a79c1eca88cd24.png
ObjectData\RockBreakCage\tex1_128x128_1a24dd1a83ae5f69_14.png,MarioGalaxy\a6be07f4a72cd447.png
ObjectData\RockLuigi\tex1_128x128_279bdf75a13dbdb0_14.png,MarioGalaxy\e79a23580bf7623b.png
ObjectData\RockLuigi\tex1_256x128_d1c15e5d04bc8bfc_14.png,MarioGalaxy\70000acef1b4301e.png
ObjectData\RockMario\tex1_128x128_3d44937a9d97ae26_14.png,MarioGalaxy\faa6b74a805c37a7.png
ObjectData\RockMario\tex1_256x128_ae26d89621a551d3_14.png,MarioGalaxy\c5d890c509da3aab.png
ObjectData\RockReflector\tex1_128x128_73b16530ce907239_14.png,ondemand_texture_replace\MarioGalaxy\11117642869589329178.png
ObjectData\RockReflector\tex1_128x128_e371c5c5ace109ff_14.png,ondemand_texture_replace\MarioGalaxy\13402036528402559945.png
ObjectData\RollingDrumPlanet\tex1_128x128_748a63c9a5941b7a_14.png,ondemand_texture_replace\MarioGalaxy\11400136878936185500.png
ObjectData\RollingDrumPlanet\tex1_128x128_cf8a717265b03a81_14.png,ondemand_texture_replace\MarioGalaxy\4871730251903925551.png
ObjectData\RollingDrumPlanet\tex1_32x128_668d2542708d7fc1_14.png,ondemand_texture_replace\MarioGalaxy\6676504728168234696.png
ObjectData\Rosetta\tex1_128x128_b6f6d6b645fdf317_14.png,MarioGalaxy\64da8623193e823e.png
ObjectData\Rosetta\tex1_128x128_d9b38edbdee01650_14.png,MarioGalaxy\920664f1c897d9f9.png
ObjectData\Rosetta\tex1_128x256_9ac8a0c0fded7167_1.png,MarioGalaxy\d1748ae8208e60d4.png
ObjectData\Rosetta\tex1_64x64_4c28d545576f5e6a_14.png,MarioGalaxy\9be3b105f7bc3f30.png
ObjectData\Rosetta\tex1_64x64_bd58dfa8716a4636_14.png,MarioGalaxy\54a3473b54adebd2.png
ObjectData\RosettaChair\tex1_128x128_f79596e7b54193f2_14.png,ondemand_texture_replace\MarioGalaxy\17134344532129579125.png
ObjectData\RosettaReading\tex1_128x128_d0eaa81bb88e5948_14.png,MarioGalaxy\6c59f8710cf2dd57.png
ObjectData\RotateClimbRockTop\tex1_128x128_94001cff85e05949_14.png,ondemand_texture_replace\MarioGalaxy\15549098481841406821.png
ObjectData\RotateFireBar2DRotateStep\tex1_128x128_26bdafe304a1bc13_14.png,ondemand_texture_replace\MarioGalaxy\3470797988354619439.png
ObjectData\RotateFireBar2DRotateStep\tex1_128x128_956a8a59aae8b816_14.png,ondemand_texture_replace\MarioGalaxy\12429943527085633706.png
ObjectData\RotateFireBar2DRotateStep\tex1_64x64_ebe8d8e8078a5c01_14.png,ondemand_texture_replace\MarioGalaxy\7282764130389833293.png
ObjectData\RotateHammerPressure\tex1_128x128_8758ac1748436172_4.png,ondemand_texture_replace\MarioGalaxy\17638982533236112319.png
ObjectData\RotateHammerPressure\tex1_128x128_e17353895e3423e7_6.png,ondemand_texture_replace\MarioGalaxy\12736918436181786510.png
ObjectData\RotateHammerPressure\tex1_128x128_ffa3d1506d19cee2_14.png,ondemand_texture_replace\MarioGalaxy\13682876431313604112.png
ObjectData\RotateSeesawTrampoline\tex1_128x128_m_6df84cc8b23b8e23_0.png,ondemand_texture_replace\MarioGalaxy\13615630235166749776.png
ObjectData\SamboHead\tex1_128x128_376865cd777ab263_14.png,ondemand_texture_replace\MarioGalaxy\10095790846571822654.png
ObjectData\SandBirdPartsBlock\tex1_128x128_c017536746afe1e5_14.png,ondemand_texture_replace\MarioGalaxy\3124185272609734521.png
ObjectData\Sandy\tex1_128x128_4983cd5452186650_14.png,ondemand_texture_replace\MarioGalaxy\10323865135919036801.png
ObjectData\Sandy\tex1_256x256_b75bc17dce3789ea_14.png,ondemand_texture_replace\MarioGalaxy\4657798942380041404.png
ObjectData\Sandy\tex1_64x64_0c77096f21c1b820_14.png,ondemand_texture_replace\MarioGalaxy\9206031328810073141.png
ObjectData\Sandy\tex1_64x64_292a6ed58e1c99e0_14.png,ondemand_texture_replace\MarioGalaxy\12326545546322495239.png
ObjectData\Sandy\tex1_64x64_7f07627edff65117_14.png,ondemand_texture_replace\MarioGalaxy\11715597417519387690.png
ObjectData\SandyFlowSandAfterBattlePlanet\tex1_128x128_83645b0acdb78daf_14.png,ondemand_texture_replace\MarioGalaxy\11498408065636677038.png
ObjectData\SandyFlowSandAfterBattlePlanet\tex1_128x128_a9c045e5b9e4ac05_1.png,ondemand_texture_replace\MarioGalaxy\17764161244303086676.png
ObjectData\SandyFlowSandAfterBattlePlanet\tex1_256x256_dd74032e5ccd5856_14.png,MarioGalaxy\e5943cfcc074d9e7.png
ObjectData\SandyHand\tex1_128x128_8c9f4aea9c94ef7a_14.png,ondemand_texture_replace\MarioGalaxy\4428802820470816870.png
ObjectData\SandySandBall\tex1_256x256_bb6d511d46adfd96_14.png,ondemand_texture_replace\MarioGalaxy\7556986281550058199.png
ObjectData\ScenarioSelectSky\tex1_256x128_1a44ed85015978f9_14.png,MarioGalaxy_Sub\b9bc93685aa83510.png
ObjectData\ScenarioSelectSky\tex1_256x256_96f0d02bb53df9e4_0.png,ondemand_texture_replace\MarioGalaxy\321820664832806667.png
ObjectData\SeaGull\tex1_128x128_62490794ca1f1b3d_14.png,MarioGalaxy\442408981624b283.png
ObjectData\SearchBeamer\tex1_256x256_f478038d9b752cb7_14.png,ondemand_texture_replace\MarioGalaxy\13092947825018370048.png
ObjectData\Shellfish\tex1_128x128_20ad881cdced17e8_14.png,ondemand_texture_replace\MarioGalaxy\9000890789074934421.png
ObjectData\Shellfish\tex1_128x128_8e19f2d7c9cc8447_14.png,ondemand_texture_replace\MarioGalaxy\5523325528230251330.png
ObjectData\Shellfish\tex1_64x64_08c5a7f47b97da0a_0.png,ondemand_texture_replace\MarioGalaxy\15867722225342086867.png
ObjectData\SignBoard\tex1_64x64_1b6732067984204a_14.png,MarioGalaxy_Sub\64f8a408491d56f1.png
ObjectData\SkateHolePlanet\tex1_128x128_10a377a8bf6521e9_14.png,ondemand_texture_replace\MarioGalaxy\14096488644887383112.png
ObjectData\SkyBeachCorals\tex1_128x128_1ab0f27960466b51_14.png,ondemand_texture_replace\MarioGalaxy\9255849822584300648.png
ObjectData\SkyBeachCorals\tex1_64x64_2e34e9c407ff937d_14.png,ondemand_texture_replace\MarioGalaxy\704394094325237492.png
ObjectData\SkyBeachCorals\tex1_64x64_8510ddd77d38ead1_14.png,ondemand_texture_replace\MarioGalaxy\1093309962567789471.png
ObjectData\SkyBeachFlowers\tex1_128x128_77bc447dd4a92394_5.png,ondemand_texture_replace\MarioGalaxy\2978463364272529781.png
ObjectData\SkyIslandDecorateParts\tex1_64x64_4dc95abf1ed91316_5.png,ondemand_texture_replace\MarioGalaxy\5375796582114545860.png
ObjectData\SkyIslandPartsA\tex1_128x128_835c43ede929cf96_14.png,ondemand_texture_replace\MarioGalaxy\875641532742175479.png
ObjectData\SkyIslandPartsA\tex1_256x256_d5014a1b188af485_14.png,ondemand_texture_replace\MarioGalaxy\314561753956337874.png
ObjectData\SkyIslandPartsA\tex1_64x128_5c9f3db30c83f38b_14.png,ondemand_texture_replace\MarioGalaxy\924064449482472100.png
ObjectData\SkyIslandStepPartsA\tex1_128x128_87b5dbfb749f7e8c_14.png,ondemand_texture_replace\MarioGalaxy\9012076278554030390.png
ObjectData\SliderBranchZoneSlopeA\tex1_256x256_91fe711d54c42ff7_14.png,ondemand_texture_replace\MarioGalaxy\180036768884939457.png
ObjectData\SliderBranchZoneSlopeA\tex1_256x256_9a2dc97d6928fd3a_14.png,ondemand_texture_replace\MarioGalaxy\15400668093283655070.png
ObjectData\SliderBranchZoneSlopeA\tex1_32x32_a915455de885d54a_5.png,ondemand_texture_replace\MarioGalaxy\15795659732213128607.png
ObjectData\SliderBranchZoneSlopeA\tex1_512x512_44fd6507dd69b44c_14.png,ondemand_texture_replace\MarioGalaxy\10953255018371808213.png
ObjectData\SliderBranchZoneSlopeA\tex1_64x128_m_baaf3b4ab823fd12_14_arb.png,ondemand_texture_replace\MarioGalaxy\13561971269058796282.png
ObjectData\SliderGoalSlopeA\tex1_128x128_e9e97d447b9bd953_14.png,ondemand_texture_replace\MarioGalaxy\10622264149019806549.png
ObjectData\SliderSnowFrontWall\tex1_256x256_32580428831ad6d4_14.png,ondemand_texture_replace\MarioGalaxy\13957381416187672636.png
ObjectData\SliderSnowFrontWall\tex1_256x256_9a7630a1db92105b_14.png,ondemand_texture_replace\MarioGalaxy\6054932790526302903.png
ObjectData\SliderStartSlopeA\tex1_128x128_973c1aa7b1e5176a_14.png,ondemand_texture_replace\MarioGalaxy\15495468401521868745.png
ObjectData\SmallStone\tex1_128x128_4d1904a7a2e1fdea_14.png,ondemand_texture_replace\MarioGalaxy\9005369790826703026.png
ObjectData\Snakehead\tex1_256x128_6316516c81fb3279_14.png,ondemand_texture_replace\MarioGalaxy\4530762572006336880.png
ObjectData\Snakehead\tex1_64x64_9323d939bb4d504e_14.png,ondemand_texture_replace\MarioGalaxy\8615795433490714243.png
ObjectData\Snakehead\tex1_64x64_a2e6c764ae55144a_14.png,ondemand_texture_replace\MarioGalaxy\10820244833696610406.png
ObjectData\SnakeheadSmall\tex1_16x32_0782ec021123e817_14.png,ondemand_texture_replace\MarioGalaxy\2219520005983017697.png
ObjectData\SnakeheadSmall\tex1_64x128_078bd58587165299_14.png,ondemand_texture_replace\MarioGalaxy\2879164293832578433.png
ObjectData\SnakeheadSmall\tex1_64x64_59e8aea3860bc904_14.png,ondemand_texture_replace\MarioGalaxy\17574429102125812674.png
ObjectData\SnowBlockTicoSearchPlanet\tex1_256x256_60aff7f00c122094_14.png,ondemand_texture_replace\MarioGalaxy\5663710875115643307.png
ObjectData\SnowDiskPlanet\tex1_128x128_b07599657bde0115_14.png,ondemand_texture_replace\MarioGalaxy\3924202793410291327.png
ObjectData\SnowDiskPlanet\tex1_128x128_d2e9e2fa669fb71e_14.png,ondemand_texture_replace\MarioGalaxy\7312770341935908183.png
ObjectData\SnowDiskPlanet\tex1_128x128_e24550ebed265130_14.png,ondemand_texture_replace\MarioGalaxy\13792421031436957148.png
ObjectData\SnowDiskPlanet\tex1_256x256_37fc07f841013ed5_14.png,ondemand_texture_replace\MarioGalaxy\15404224526310039439.png
ObjectData\SnowDiskPlanet\tex1_256x256_9330a1941e9ba846_14.png,ondemand_texture_replace\MarioGalaxy\8625219116678833408.png
ObjectData\SnowDollKoopaPlanet\tex1_128x128_f81470866330c97b_14.png,ondemand_texture_replace\MarioGalaxy\10690271649770931398.png
ObjectData\SnowDollKoopaPlanet\tex1_256x256_8cfdba05fd92a4e4_14.png,ondemand_texture_replace\MarioGalaxy\15702866878303970456.png
ObjectData\SnowDollKoopaPlanet\tex1_64x128_82720e241bca55f8_14.png,ondemand_texture_replace\MarioGalaxy\8009002727058646471.png
ObjectData\SnowStep\tex1_128x128_m_be22e5308c596ce1_5.png,MarioGalaxy_Sub\4216287ae1ad89fe.png
ObjectData\SnowStep\tex1_128x128_m_be22e5308c596ce1_5_mip1.png,MarioGalaxy_Sub\4216287ae1ad89fe_lod1.png
ObjectData\SnowStep\tex1_128x128_m_be22e5308c596ce1_5_mip2.png,MarioGalaxy_Sub\4216287ae1ad89fe_lod2.png
ObjectData\SoundSyncBlockA\tex1_64x64_m_228717dcf8213dc7_0.png,MarioGalaxy\c85597c6d2d3836c.png
ObjectData\SoundSyncBlockA\tex1_64x64_m_228717dcf8213dc7_0_mip1.png,MarioGalaxy\c85597c6d2d3836c_lod1.png
ObjectData\SpaceCannonLauncher\tex1_128x128_09b73d0ac161a2ec_14.png,ondemand_texture_replace\MarioGalaxy\17011112668177487457.png
ObjectData\SpaceMine\tex1_64x64_0d322253ea0ed380_14.png,ondemand_texture_replace\MarioGalaxy\16677326983856208362.png
ObjectData\SpaceShipStep\tex1_256x256_356042d5227964ef_14.png,ondemand_texture_replace\MarioGalaxy\2047811641466376216.png
ObjectData\SpaceShipStep\tex1_64x32_37c62647ad818a3d_0.png,ondemand_texture_replace\MarioGalaxy\9021369094841002167.png
ObjectData\SphereCloudMoveRotateStepA\tex1_256x256_99fd0ec8b53c86e6_14.png,ondemand_texture_replace\MarioGalaxy\17461681430891249444.png
ObjectData\StaffRollSky\tex1_256x256_7d49047892f08914_4.png,ondemand_texture_replace\MarioGalaxy\13460837167759820230.png
ObjectData\StarCreekPlanet\tex1_128x128_0177c6682d889227_14.png,ondemand_texture_replace\MarioGalaxy\2966716902194902220.png
ObjectData\StarCreekPlanet\tex1_128x128_371328798e99d689_14.png,ondemand_texture_replace\MarioGalaxy\13887835352942255249.png
ObjectData\StarCreekPlanet\tex1_128x128_5fc4f206301b4e63_14.png,ondemand_texture_replace\MarioGalaxy\14776815727517710488.png
ObjectData\StarCreekPlanet\tex1_128x128_7caecdb061eab47b_14.png,ondemand_texture_replace\MarioGalaxy\6553218610608431017.png
ObjectData\StarCreekPlanet\tex1_128x128_a76936c9cad61289_14.png,ondemand_texture_replace\MarioGalaxy\15989966283636356723.png
ObjectData\StarCreekPlanet\tex1_128x128_b8d254ba387bdc9f_14.png,ondemand_texture_replace\MarioGalaxy\12734596800654002667.png
ObjectData\StarCreekPlanet\tex1_128x128_beb602dc994f456c_14.png,ondemand_texture_replace\MarioGalaxy\12796795567975799692.png
ObjectData\StarCreekPlanet\tex1_128x128_d9d3d12008116009_14.png,ondemand_texture_replace\MarioGalaxy\15570502553140625104.png
ObjectData\StarCreekPlanet\tex1_256x256_c220b590ae5a6bcf_14.png,ondemand_texture_replace\MarioGalaxy\5087770784528531720.png
ObjectData\StarCreekPlanetIce\tex1_32x32_31b6f57b6ec3f595_0.png,MarioGalaxy\38cff1f68d2729e3.png
ObjectData\StarCreekPlanetWater\tex1_128x128_1417e477d71795da_0.png,ondemand_texture_replace\MarioGalaxy\4812684161990604886.png
ObjectData\StinkBugParent\tex1_128x128_ede35257f6013404_14.png,ondemand_texture_replace\MarioGalaxy\619290625201448015.png
ObjectData\StinkBugParent\tex1_64x64_81ba0c1c7d757175_14.png,ondemand_texture_replace\MarioGalaxy\16444607239060031941.png
ObjectData\StinkBugParent\tex1_64x64_c4f9e52b0b5c2769_14.png,ondemand_texture_replace\MarioGalaxy\162237879032696321.png
ObjectData\StinkBugSmall\tex1_128x128_384a10f707bd99d6_14.png,ondemand_texture_replace\MarioGalaxy\7323460674579533450.png
ObjectData\StinkBugSmall\tex1_64x64_d4a5927f7e93a8fa_14.png,ondemand_texture_replace\MarioGalaxy\1122337894082111237.png
ObjectData\StoryBook\tex1_256x128_074ed8906fdd3655_3.png,ondemand_texture_replace\MarioGalaxy\4031870479837694175.png
ObjectData\StoryBookOpeningPlanet\tex1_128x128_313a3e5b6bafcf3e_14.png,ondemand_texture_replace\MarioGalaxy\11595145912438611672.png
ObjectData\StoryBookOpeningPlanet\tex1_128x128_38cbab8a0986945c_14.png,ondemand_texture_replace\MarioGalaxy\2985933636993901452.png
ObjectData\StoryBookOpeningPlanet\tex1_128x128_62415aa30da6b71b_14.png,ondemand_texture_replace\MarioGalaxy\3028975688499531787.png
ObjectData\StoryBookOpeningPlanet\tex1_128x128_d5ffec54e3659f33_14.png,ondemand_texture_replace\MarioGalaxy\7708435352548587549.png
ObjectData\StoryBookOpeningPlanet\tex1_256x256_3e81391004750ad6_14.png,ondemand_texture_replace\MarioGalaxy\13596080727097741003.png
ObjectData\StoryBookOpeningPlanet\tex1_512x128_0c59009c177e0a0d_14.png,ondemand_texture_replace\MarioGalaxy\1954607086125661215.png
ObjectData\StoryBookOpeningPlanet\tex1_64x64_23cb7566fed2bed9_14.png,ondemand_texture_replace\MarioGalaxy\10470054356368388659.png
ObjectData\SummerSky\tex1_512x512_ef518b706f1ae146_1.png,ondemand_texture_replace\MarioGalaxy\12714595842662218196.png
ObjectData\SwitchingMoveBlockMainPlanetA\tex1_128x128_0c6bdfdc6840340a_14.png,ondemand_texture_replace\MarioGalaxy\18333039283153569770.png
ObjectData\SwitchingMoveBlockMainPlanetA\tex1_128x128_162dfa47ba2755ba_14.png,ondemand_texture_replace\MarioGalaxy\17087550073294033300.png
ObjectData\SwitchingMoveBlockMainPlanetA\tex1_128x128_1f549f9b8a751e40_14.png,ondemand_texture_replace\MarioGalaxy\57673428513366024.png
ObjectData\SwitchingMoveBlockMainPlanetA\tex1_128x128_6fb074c6883f7a0b_14.png,ondemand_texture_replace\MarioGalaxy\5393675227489679574.png
ObjectData\SwitchingMoveStartAreaBlockBlue\tex1_128x128_f0dab3ac9b059178_14.png,ondemand_texture_replace\MarioGalaxy\5613295551128896052.png
ObjectData\TakoBarrelA\tex1_128x128_m_6c35b79e5f4f105d_14.png,MarioGalaxy\c2cf7a186ee3c8db.png
ObjectData\TakoBarrelA\tex1_128x128_m_6c35b79e5f4f105d_14_mip1.png,MarioGalaxy\c2cf7a186ee3c8db_lod1.png
ObjectData\TakoBarrelA\tex1_128x128_m_6c35b79e5f4f105d_14_mip2.png,MarioGalaxy\c2cf7a186ee3c8db_lod2.png
ObjectData\Takobo\tex1_128x128_6426d313bd96f73d_14.png,ondemand_texture_replace\MarioGalaxy\7416647621968237266.png
ObjectData\TakoHei\tex1_128x128_3ce5608cc46c1446_14.png,ondemand_texture_replace\MarioGalaxy\15935527217349393560.png
ObjectData\TakoHei\tex1_32x32_6dfa58e82e508e79_14.png,ondemand_texture_replace\MarioGalaxy\4510536398124992120.png
ObjectData\TakoHei\tex1_32x32_caab335b53d410f7_14.png,ondemand_texture_replace\MarioGalaxy\12103311204129991889.png
ObjectData\TakoHei\tex1_32x32_dc4392ace2005bd4_14.png,ondemand_texture_replace\MarioGalaxy\16367058182002297022.png
ObjectData\TakoHeiInk\tex1_128x128_7cd8e70699066b06_14.png,ondemand_texture_replace\MarioGalaxy\1626988727120775578.png
ObjectData\TakoSho\tex1_128x128_fbb3345d4ac1cb69_14.png,ondemand_texture_replace\MarioGalaxy\16900360157018013968.png
ObjectData\TamakoroFlipPanelPlanet\tex1_128x128_a723626d75f300dc_14.png,ondemand_texture_replace\MarioGalaxy\9480843400621582203.png
ObjectData\TamakoroFlipPanelPlanet\tex1_128x128_c0c789ce37f2760b_14.png,ondemand_texture_replace\MarioGalaxy\9604173503162949476.png
ObjectData\TamakoroFlipPanelPlanet\tex1_128x128_e229a74e2abe7536_14.png,MarioGalaxy\cd5335ad0525e26d.png
ObjectData\TamakoroFlipPanelPlanet\tex1_32x128_77bae5ae12779b98_14.png,ondemand_texture_replace\MarioGalaxy\7575023258308335961.png
ObjectData\TamakoroGarigariFallStepB\tex1_128x128_6bae55421643abc7_14.png,ondemand_texture_replace\MarioGalaxy\12277996285606473749.png
ObjectData\TamakoroGarigariFallStepB\tex1_256x256_6b7e4ba6fafa17a5_0.png,ondemand_texture_replace\MarioGalaxy\1190082204844657471.png
ObjectData\TamakoroGoalRelayStep\tex1_128x128_b74b872e3470241e_14.png,ondemand_texture_replace\MarioGalaxy\11660510933835593713.png
ObjectData\TamakoroPlanetStartPlanet\tex1_128x128_5d5e557b2f8d8f58_14.png,ondemand_texture_replace\MarioGalaxy\9862006685318101977.png
ObjectData\TamakoroPlanetStartPlanet\tex1_128x128_e23e3bf12961c707_14.png,ondemand_texture_replace\MarioGalaxy\12407539071856343037.png
ObjectData\TamakoroPolePlanet\tex1_128x128_01e39c690d2e5850_14.png,ondemand_texture_replace\MarioGalaxy\13785871446583046395.png
ObjectData\TamakoroPolePlanet\tex1_128x128_79d8792510bc52a6_14.png,ondemand_texture_replace\MarioGalaxy\18342849577390010459.png
ObjectData\TamakoroPolePlanet\tex1_128x128_8f47b1ab0157e54b_14.png,ondemand_texture_replace\MarioGalaxy\2085857036332523630.png
ObjectData\TamakoroPolePlanet\tex1_128x128_a3f4640365f5e9f8_14.png,ondemand_texture_replace\MarioGalaxy\9285383016291838715.png
ObjectData\TamakoroPolePlanet\tex1_128x128_e2f54a80f25c6cd7_14.png,ondemand_texture_replace\MarioGalaxy\10196564773124138265.png
ObjectData\TamakoroVsSearchWanwanPlanet\tex1_128x128_b2356de4adb6e03a_14.png,ondemand_texture_replace\MarioGalaxy\8211131932106663827.png
ObjectData\Terebo\tex1_128x128_6a287f5a533f9f6f_14.png,ondemand_texture_replace\MarioGalaxy\2352999321543037017.png
ObjectData\Teresa\tex1_256x128_5bb8e48257e90c3d_14.png,ondemand_texture_replace\MarioGalaxy\9341533577647589589.png
ObjectData\Teresa\tex1_256x128_9404ee9f05270b28_14.png,ondemand_texture_replace\MarioGalaxy\8285735111870588428.png
ObjectData\Teresa\tex1_256x128_e9a275f2fd1b3e81_14.png,ondemand_texture_replace\MarioGalaxy\6400804267209847450.png
ObjectData\TeresaAtomic\tex1_256x128_58fdfb33300a36c4_14.png,ondemand_texture_replace\MarioGalaxy\1526809842358952931.png
ObjectData\TeresaAtomic\tex1_256x128_7d2064838276a668_14.png,ondemand_texture_replace\MarioGalaxy\17821423078184280414.png
ObjectData\TeresaAtomic\tex1_256x128_945df573c735e84e_14.png,ondemand_texture_replace\MarioGalaxy\9238991188314529781.png
ObjectData\TeresaAtomic\tex1_256x128_ab307316c1453003_14.png,ondemand_texture_replace\MarioGalaxy\3717866681614161049.png
ObjectData\TeresaAtomic\tex1_256x128_b9b4bc70bb28b9ee_14.png,ondemand_texture_replace\MarioGalaxy\11715097524914184195.png
ObjectData\TeresaLuigi\tex1_128x64_28590c2d1d4086a9_14.png,MarioGalaxy\4708c710c1450682.png
ObjectData\TeresaMansionCandleStand\tex1_128x128_0c6bfeb8d03bab29_14.png,ondemand_texture_replace\MarioGalaxy\18405233189607130892.png
ObjectData\TeresaPicture\tex1_256x256_eaf6306e7b80fa62_14.png,ondemand_texture_replace\MarioGalaxy\18090325351397480865.png
ObjectData\TeresaWater\tex1_256x128_6965257e60cbbdf3_14.png,ondemand_texture_replace\MarioGalaxy\12728854969455698538.png
ObjectData\TicoBig\tex1_64x64_854ef472e335649b_1.png,MarioGalaxy_Sub\df71a0183604ffd1.png
ObjectData\TicoShopDiceGoodsDiceL\tex1_256x256_b85ea25bd2b301de_14.png,ondemand_texture_replace\MarioGalaxy\9562764327755408496.png
ObjectData\TimerGravityChangeDrillRoom\tex1_64x64_661e8a332c85568a_14.png,ondemand_texture_replace\MarioGalaxy\1162810719964598625.png
ObjectData\Togepin\tex1_32x32_18dbf00108611e7e_1.png,ondemand_texture_replace\MarioGalaxy\11096272600831955867.png
ObjectData\TogepinHole\tex1_64x64_2064933d2c1e1c14_14.png,ondemand_texture_replace\MarioGalaxy\7032211841660215886.png
ObjectData\Togezo\tex1_64x64_47cd68891838b896_14.png,ondemand_texture_replace\MarioGalaxy\6649507934827390502.png
ObjectData\Togezo\tex1_64x64_84d5ba1ae6ba2d3e_14.png,ondemand_texture_replace\MarioGalaxy\16718587829543541821.png
ObjectData\Togezo\tex1_64x64_ce8459e95fea7cb2_14.png,ondemand_texture_replace\MarioGalaxy\1642681136925973772.png
ObjectData\Togezo\tex1_64x64_f3faaaa49f01e279_14.png,ondemand_texture_replace\MarioGalaxy\12335827029447991606.png
ObjectData\Tongari\tex1_64x32_0ea4669ce4bc150e_14.png,ondemand_texture_replace\MarioGalaxy\16568461532212034779.png
ObjectData\Tongari\tex1_64x32_1cbc2e60f2ef5df2_14.png,ondemand_texture_replace\MarioGalaxy\5181695963201160529.png
ObjectData\Tongari\tex1_64x32_c59f03f2e894fe80_14.png,ondemand_texture_replace\MarioGalaxy\4717936670913050005.png
ObjectData\Tongari\tex1_64x64_6d07590d361785c9_14.png,ondemand_texture_replace\MarioGalaxy\13492703349107791667.png
ObjectData\Trapeze\tex1_64x256_7b537294181e2304_14.png,ondemand_texture_replace\MarioGalaxy\17480079680445956725.png
ObjectData\Trapeze\tex1_64x64_c7bf71ceeedbc516_14.png,ondemand_texture_replace\MarioGalaxy\15441200955223203041.png
ObjectData\TreasureBox\tex1_128x128_a902b2c41ae3d1b4_1.png,MarioGalaxy\a8c2b848cde09b23.png
ObjectData\TreasureSpot\tex1_32x32_bb8ebdc61260e3f6_14.png,ondemand_texture_replace\MarioGalaxy\12067080592495280729.png
ObjectData\TrickRabbit\TrickRabbit\tex1_256x256_1880d7a46804136d_14.png,ondemand_texture_replace\MarioGalaxy\8444319186116459137.png
ObjectData\TrickRabbit\TrickRabbit\tex1_64x128_1632292885d137f2_14.png,ondemand_texture_replace\MarioGalaxy\18046860301404164522.png
ObjectData\TrickRabbit\TrickRabbit\tex1_64x128_9688d565b5d2d87f_14.png,ondemand_texture_replace\MarioGalaxy\1629782065826763428.png
ObjectData\TrickRabbit\TrickRabbit\tex1_64x128_e4fd197f13d534f8_14.png,ondemand_texture_replace\MarioGalaxy\17852145722192873626.png
ObjectData\TropicalCloudTowerPlanet\tex1_128x128_48360986d2c6d3db_14.png,MarioGalaxy\cfb83da2382d4edc.png
ObjectData\TropicalCloudTowerPlanet\tex1_128x128_9eba940a6d98a06d_14.png,ondemand_texture_replace\MarioGalaxy\8036517102928012063.png
ObjectData\TropicalCloudTowerPlanet\tex1_256x256_4e6fae49fdefac95_14.png,ondemand_texture_replace\MarioGalaxy\6362853471131041329.png
ObjectData\TropicalCloudTowerPlanet\tex1_256x256_7a64c525b380ca52_14.png,ondemand_texture_replace\MarioGalaxy\7859808998792091232.png
ObjectData\TropicalCloudTowerPlanet\tex1_64x64_1bf22a0f1b46cb6e_14.png,ondemand_texture_replace\MarioGalaxy\17203128511621416234.png
ObjectData\TropicalCloudTowerPlanet\tex1_64x64_459af269151f6dbe_14.png,ondemand_texture_replace\MarioGalaxy\4968469801025563943.png
ObjectData\Tsukidashikun\tex1_256x256_5860f0447ac1e326_14.png,ondemand_texture_replace\MarioGalaxy\15618449441656887981.png
ObjectData\TubeSliderCourceSnow\tex1_256x256_b9f845f5b70d77eb_14.png,ondemand_texture_replace\MarioGalaxy\10833015097009805036.png
ObjectData\TubeSliderCourse\tex1_128x128_576b11cae711f95f_14.png,ondemand_texture_replace\MarioGalaxy\12295081352360802813.png
ObjectData\TubeSliderCourse\tex1_256x256_5676e6ece32b778b_14.png,ondemand_texture_replace\MarioGalaxy\16047888342336731768.png
ObjectData\TubeSliderCourse\tex1_256x256_656b605e89a97474_14.png,ondemand_texture_replace\MarioGalaxy\16180801633833993716.png
ObjectData\TubeSliderCourse\tex1_256x64_31052cfd5a9aa521_14.png,ondemand_texture_replace\MarioGalaxy\2977122005767977375.png
ObjectData\TubeSliderCourse\tex1_64x64_6b3e3928905050db_14.png,ondemand_texture_replace\MarioGalaxy\9319421619272024975.png
ObjectData\TwisterSanSlim\tex1_256x256_cffcd5ae4c93872c_1.png,ondemand_texture_replace\MarioGalaxy\9505747151918916254.png
ObjectData\TwisterSanSlim\tex1_256x256_e88dbf9e9bfcf7b4_1.png,ondemand_texture_replace\MarioGalaxy\1517159599954613109.png
ObjectData\TwoLegs\tex1_128x64_b206264cee17e132_14.png,ondemand_texture_replace\MarioGalaxy\769905049714646314.png
ObjectData\TwoLegs\tex1_32x32_aa347a47a971748a_14.png,ondemand_texture_replace\MarioGalaxy\16719714958446572885.png
ObjectData\TwoLegs\tex1_32x32_eff95c7f6b871fde_14.png,ondemand_texture_replace\MarioGalaxy\18036906712705442626.png
ObjectData\TwoLegs\tex1_64x64_2af1c8cee1ec7062_14.png,ondemand_texture_replace\MarioGalaxy\1104213701226023612.png
